transactionNumber,cardNumber,date,vendor,purchaseAmount
512,5573798454513934,2017-04-07,Amazon,1945.86
513,5080600567778386,2017-04-24,Walmart,990.29
514,0607702837914869,2017-04-15,Walmart,1337.12
515,0394558527070009,2017-04-23,Panda Express,1771.2
516,5573798454513934,2017-04-12,Walmart,1729.75
517,6343356446104704,2017-04-07,Veggie Grill,498.46
518,8333711039675783,2017-04-16,Veggie Grill,1600.13
519,6272677960250540,2017-04-22,Panda Express,145.48
520,1136901785393392,2017-04-27,Amazon,583.75
521,8165189998587807,2017-04-20,Walmart,1564.07
522,1038480245134281,2017-04-29,Veggie Grill,681.71
523,8202003297278783,2017-04-13,Lemon Grass,1230.17
524,5584648449760288,2017-04-27,The Body Shop,756.73
525,5026695539267796,2017-04-21,Ralph's,375.01
526,3244674239357512,2017-04-07,Ralph's,1071.06
527,5331058509488414,2017-04-03,Whole Foods,1269.74
528,9118290053562366,2017-04-14,Veggie Grill,251.1
529,0754829907955843,2017-04-16,The Body Shop,643.65
530,3377897050701034,2017-04-01,Lemon Grass,92.73
531,0607702837914869,2017-04-05,Lemon Grass,1404.5
532,3377897050701034,2017-04-05,Jamba Juice,571.93
533,1010492762089071,2017-04-02,Jamba Juice,314.51
534,6327175781041516,2017-04-16,Amazon,41.78
535,1498011146810365,2017-04-15,Veggie Grill,850.08
536,7698957902658189,2017-04-14,Walmart,1342.8
537,7554112577630955,2017-04-27,Lemon Grass,896.39
538,8633720646175721,2017-04-03,Jamba Juice,1108.64
539,2904520131060973,2017-04-11,Walmart,427.32
540,5331058509488414,2017-04-09,Amazon,1316.62
541,3085002430450121,2017-04-18,The Body Shop,95.93
542,6343356446104704,2017-04-05,Whole Foods,728.53
543,5529644643256601,2017-04-16,Walmart,374.62
544,7698957902658189,2017-04-21,Amazon,631.95
545,0086617056121047,2017-04-12,Lemon Grass,1174.05
546,5400094890438789,2017-04-19,Walmart,1781.1
547,3085002430450121,2017-04-25,Walmart,837.7
548,8202003297278783,2017-04-08,Walmart,1925.13
549,0394558527070009,2017-04-15,Lemon Grass,1128.2
550,8656037654845702,2017-04-20,Jamba Juice,1294.48
551,7808749595252000,2017-04-17,Walmart,832.11
552,6787614557891474,2017-04-13,Whole Foods,105.79
553,2392267321108548,2017-04-09,Walmart,422.58
554,6272677960250540,2017-04-23,Veggie Grill,974.06
555,3694715094882759,2017-04-07,Lemon Grass,1811.74
556,0607702837914869,2017-04-13,Jamba Juice,237.98
557,9052179287026736,2017-04-07,Panda Express,1544.91
558,9308528277354941,2017-04-19,Jamba Juice,979.7
559,2801352184213745,2017-04-09,Panda Express,1251.93
560,3377897050701034,2017-04-19,Panda Express,41.59
561,4317009727349210,2017-04-10,Whole Foods,162.92
562,5527776053644224,2017-04-01,Ralph's,916.27
563,6341390381372200,2017-04-04,Jamba Juice,1868.81
564,6195917437280405,2017-04-27,Veggie Grill,38.44
565,5062774654686356,2017-04-02,Whole Foods,1084.78
566,5605728689605347,2017-04-20,Amazon,980.64
567,9743975024100642,2017-04-25,Veggie Grill,1246.58
568,3377897050701034,2017-04-03,Ralph's,314.5
569,7118828603481283,2017-04-14,Walmart,1597.37
570,1136901785393392,2017-04-17,Amazon,1624.6
571,5605728689605347,2017-04-12,Panda Express,732.75
572,6787614557891474,2017-04-12,Jamba Juice,254.85
573,9010477255702375,2017-04-02,Lemon Grass,1062.63
574,5573798454513934,2017-04-21,Whole Foods,1946.48
575,8813992122266024,2017-04-19,Walmart,1486.41
576,2801352184213745,2017-04-25,Lemon Grass,429.77
577,5584648449760288,2017-04-19,The Body Shop,1896.3
578,6991397103777239,2017-04-07,Panda Express,1315.25
579,9743975024100642,2017-04-26,The Body Shop,1527.61
580,6991397103777239,2017-04-05,The Body Shop,70.66
581,1010492762089071,2017-04-03,Ralph's,1235.47
582,8202003297278783,2017-04-04,Amazon,1459.55
583,3116699128732025,2017-04-24,Lemon Grass,536.38
584,0544057643885059,2017-04-09,Panda Express,1271.25
585,6343356446104704,2017-04-25,Jamba Juice,719.77
586,5062774654686356,2017-04-16,Whole Foods,1420.03
587,5839136119238002,2017-04-22,Jamba Juice,987.73
588,4901659592267401,2017-04-24,Whole Foods,184.59
589,4317009727349210,2017-04-06,Panda Express,1868.41
590,0882304130564973,2017-04-17,Walmart,1366.81
591,9424269609904108,2017-04-21,Veggie Grill,984.35
592,0478508433072100,2017-04-29,Walmart,58.67
593,5605728689605347,2017-04-15,The Body Shop,528.88
594,3694715094882759,2017-04-22,The Body Shop,1325.01
595,0754829907955843,2017-04-19,Veggie Grill,1861.74
596,6406594142154723,2017-04-23,Veggie Grill,962.91
597,2329920872641971,2017-04-08,Amazon,1805.07
598,4180348592947987,2017-04-23,Ralph's,1329.83
599,4676768899854001,2017-04-05,Amazon,290.71
600,0856578541306908,2017-04-26,Whole Foods,505.56
601,1361712788550334,2017-04-03,Panda Express,741.51
602,0086617056121047,2017-04-03,Whole Foods,448.53
603,6657194223740956,2017-04-22,Panda Express,190.24
604,4640502931335693,2017-04-22,Jamba Juice,726.19
605,2853367921350747,2017-04-12,The Body Shop,1847.27
606,5839136119238002,2017-04-02,Jamba Juice,1460.31
607,3694715094882759,2017-04-03,Amazon,289.02
608,4767961889516082,2017-04-26,Veggie Grill,670.32
609,2712008768471061,2017-04-15,The Body Shop,287.02
610,0478508433072100,2017-04-04,Ralph's,1776.02
611,4676768899854001,2017-04-23,The Body Shop,636.83
612,5331058509488414,2017-04-09,Ralph's,1912.6
613,9052179287026736,2017-04-10,Whole Foods,1248.51
614,5062774654686356,2017-04-19,Panda Express,1408.31
615,2017063688449160,2017-04-27,Whole Foods,1767.38
616,9010477255702375,2017-04-17,Ralph's,1492.34
617,3576572462730991,2017-04-17,Lemon Grass,1614.75
618,1136901785393392,2017-04-01,Veggie Grill,1468.52
619,0882304130564973,2017-04-15,The Body Shop,1552.15
620,3576572462730991,2017-04-19,Veggie Grill,1360.03
621,5584648449760288,2017-04-09,Lemon Grass,1626.07
622,0478508433072100,2017-04-28,Jamba Juice,1770.52
623,8901818948458243,2017-04-25,Amazon,1060.05
624,8333711039675783,2017-04-14,Jamba Juice,1505.6
625,6657194223740956,2017-04-25,Jamba Juice,1710.92
626,8165189998587807,2017-04-16,Walmart,1662.38
627,7157860161134113,2017-04-05,Lemon Grass,1950.68
628,0754829907955843,2017-04-11,The Body Shop,1449.1
629,6327175781041516,2017-04-10,Walmart,1096.45
630,2017063688449160,2017-04-18,Jamba Juice,185.56
631,1361712788550334,2017-04-28,Amazon,79.32
632,9244087860119309,2017-04-17,The Body Shop,1721.69
633,9388274534423904,2017-04-11,The Body Shop,178.65
634,6343356446104704,2017-04-21,Walmart,77.07
635,2801352184213745,2017-04-03,Walmart,1079.88
636,5062774654686356,2017-04-05,Walmart,1349.39
637,1361712788550334,2017-04-17,The Body Shop,1938.62
638,3625496949692692,2017-04-03,Lemon Grass,983.69
639,6327175781041516,2017-04-09,Walmart,1716.95
640,2712008768471061,2017-04-20,Ralph's,1174.75
641,9052179287026736,2017-04-01,Lemon Grass,935.76
642,2354346417753444,2017-04-02,Walmart,548.49
643,0856578541306908,2017-04-04,Amazon,1761.53
644,6206160821767086,2017-04-07,Amazon,110.93
645,5400094890438789,2017-04-29,Amazon,1590.05
646,9424269609904108,2017-04-23,Veggie Grill,1757.97
647,2017063688449160,2017-04-07,Walmart,1045.13
648,8737333120877616,2017-04-25,Veggie Grill,120.17
649,6272677960250540,2017-04-05,Ralph's,585.11
650,8656037654845702,2017-04-06,Lemon Grass,1104.83
651,3244674239357512,2017-04-25,Veggie Grill,1184.72
652,5935461227326934,2017-04-27,Whole Foods,1843.32
653,7808749595252000,2017-04-09,Ralph's,1279.98
654,5584648449760288,2017-04-20,Whole Foods,724.13
655,7698957902658189,2017-04-06,Panda Express,1246.63
656,8202003297278783,2017-04-02,Jamba Juice,379.51
657,1038480245134281,2017-04-27,The Body Shop,1012.01
658,3331779625300168,2017-04-24,Lemon Grass,702.27
659,7808749595252000,2017-04-25,Ralph's,1330.4
660,7996137846310839,2017-04-14,Ralph's,1724.47
661,3384783148187728,2017-04-21,The Body Shop,1104.71
662,1709466010547053,2017-04-17,The Body Shop,1236.35
663,5584648449760288,2017-04-04,Whole Foods,1703.62
664,7157860161134113,2017-04-24,Ralph's,823.72
665,5062774654686356,2017-04-21,Panda Express,263.59
666,2155605662250187,2017-04-12,Whole Foods,237.59
667,5101415709368747,2017-04-02,The Body Shop,1707.11
668,3625496949692692,2017-04-11,Lemon Grass,81.25
669,1136901785393392,2017-04-12,Amazon,849.7
670,1010492762089071,2017-04-04,Lemon Grass,326.08
671,9310202522396231,2017-04-09,Whole Foods,175.09
672,3576572462730991,2017-04-13,Jamba Juice,486.78
673,3085002430450121,2017-04-06,Walmart,264.68
674,5839136119238002,2017-04-22,Whole Foods,1955.01
675,5062774654686356,2017-04-09,Amazon,1577.45
676,1152248668951130,2017-04-02,Veggie Grill,284.3
677,5026695539267796,2017-04-12,Panda Express,362.88
678,7996137846310839,2017-04-16,Panda Express,631.15
679,1136901785393392,2017-04-02,Whole Foods,1492.46
680,9244087860119309,2017-04-27,Ralph's,302.12
681,5026695539267796,2017-04-29,The Body Shop,424.92
682,0394558527070009,2017-04-11,Jamba Juice,1864.34
683,5605728689605347,2017-04-17,Panda Express,1355.17
684,5529644643256601,2017-04-19,Ralph's,699.02
685,5529644643256601,2017-04-03,Panda Express,1784.23
686,0414423090159702,2017-04-08,Lemon Grass,1582.26
687,7118828603481283,2017-04-22,Ralph's,1703.01
688,3244674239357512,2017-04-05,Veggie Grill,953.83
689,0478508433072100,2017-04-13,Amazon,691.76
690,2354346417753444,2017-04-18,Whole Foods,287.7
691,1038480245134281,2017-04-12,Veggie Grill,1352.43
692,7808749595252000,2017-04-17,Panda Express,1435.08
693,7976355570191638,2017-04-07,Whole Foods,435.97
694,3527736782976227,2017-04-15,Jamba Juice,214.2
695,1498011146810365,2017-04-14,Veggie Grill,1090.94
696,7667649442577097,2017-04-14,Jamba Juice,834.97
697,2801352184213745,2017-04-04,Amazon,104.2
698,5101415709368747,2017-04-15,Veggie Grill,151.92
699,1038480245134281,2017-04-19,Walmart,557.04
700,6272677960250540,2017-04-10,The Body Shop,1136.56
701,6819180046199376,2017-04-15,Whole Foods,1678.32
702,2904520131060973,2017-04-05,Whole Foods,468.83
703,9010477255702375,2017-04-18,Jamba Juice,5.59
704,9244087860119309,2017-04-20,Whole Foods,605.12
705,5026695539267796,2017-04-18,Amazon,1401.62
706,5839136119238002,2017-04-05,Whole Foods,1143.94
707,9831064381175472,2017-04-13,Panda Express,619.2
708,4676768899854001,2017-04-22,Amazon,1554.94
709,1709466010547053,2017-04-08,Panda Express,1535.32
710,9244087860119309,2017-04-27,The Body Shop,357.05
711,7667649442577097,2017-04-29,Jamba Juice,1926.71
712,9308528277354941,2017-04-17,Ralph's,1339.32
713,5573798454513934,2017-04-05,Whole Foods,742.8
714,4317009727349210,2017-04-04,Veggie Grill,346.21
715,7808749595252000,2017-04-28,Panda Express,727.56
716,6410323381160347,2017-04-10,Ralph's,147.1
717,7808749595252000,2017-04-07,Panda Express,1395.52
718,5062774654686356,2017-04-27,Lemon Grass,847.04
719,3116699128732025,2017-04-12,Lemon Grass,696.27
720,5573798454513934,2017-04-10,Whole Foods,1760.66
721,2801352184213745,2017-04-27,Jamba Juice,89.49
722,9388274534423904,2017-04-21,Ralph's,469.47
723,3527736782976227,2017-04-13,Ralph's,1554.28
724,4112022423965617,2017-04-04,Ralph's,1440.53
725,2392267321108548,2017-04-21,Amazon,1592.19
726,9831064381175472,2017-04-12,Veggie Grill,845.81
727,1136901785393392,2017-04-21,Jamba Juice,1346.61
728,8901818948458243,2017-04-02,The Body Shop,548.73
729,4676768899854001,2017-04-03,Ralph's,309.38
730,9244087860119309,2017-04-18,Amazon,1299.95
731,4901659592267401,2017-04-21,Whole Foods,948.74
732,2712008768471061,2017-04-14,Walmart,407.97
733,0180323394504657,2017-04-07,Veggie Grill,1167.7
734,7667649442577097,2017-04-18,Amazon,1141.37
735,1152248668951130,2017-04-18,Lemon Grass,454.64
736,5331058509488414,2017-04-18,Amazon,215.91
737,0754829907955843,2017-04-02,Jamba Juice,1553.1
738,1010492762089071,2017-04-05,Panda Express,478.23
739,3864273082401037,2017-04-03,Ralph's,559.53
740,7157860161134113,2017-04-28,Whole Foods,1593.56
741,5584648449760288,2017-04-07,Jamba Juice,1626.85
742,4901659592267401,2017-04-08,Whole Foods,672.63
743,7808749595252000,2017-04-10,Lemon Grass,451.6
744,4112022423965617,2017-04-19,Walmart,1544.04
745,3625496949692692,2017-04-06,Panda Express,1959.99
746,6343356446104704,2017-04-29,The Body Shop,227.01
747,6991397103777239,2017-04-28,Lemon Grass,1064.54
748,1498799927774343,2017-04-12,Panda Express,232.9
749,9308528277354941,2017-04-15,Whole Foods,983.7
750,0180323394504657,2017-04-25,Panda Express,994.26
751,7698957902658189,2017-04-04,Panda Express,818.37
752,7157860161134113,2017-04-29,Lemon Grass,73.27
753,3377897050701034,2017-04-09,Whole Foods,247.24
754,9725464664725929,2017-04-25,Amazon,1144.9
755,0544057643885059,2017-04-29,Lemon Grass,188.78
756,7554112577630955,2017-04-18,The Body Shop,108.91
757,9308528277354941,2017-04-29,The Body Shop,906.73
758,4317009727349210,2017-04-18,Jamba Juice,1303.68
759,7698957902658189,2017-04-19,The Body Shop,1595.7
760,9725464664725929,2017-04-09,Walmart,635.61
761,9424269609904108,2017-04-17,Jamba Juice,237.2
762,0478508433072100,2017-04-12,Panda Express,683.36
763,2853367921350747,2017-04-27,Panda Express,189.54
764,1152248668951130,2017-04-12,Veggie Grill,1385.97
765,0856578541306908,2017-04-02,Lemon Grass,266.95
766,3313320642174526,2017-04-12,Veggie Grill,897.39
767,8333711039675783,2017-04-01,Lemon Grass,1139.22
768,9010477255702375,2017-04-17,Whole Foods,425.12
769,3116699128732025,2017-04-17,The Body Shop,1877.45
770,4037907973301133,2017-04-11,Ralph's,424.16
771,1709466010547053,2017-04-14,Whole Foods,1988.67
772,3625496949692692,2017-04-24,Whole Foods,164.32
773,6991397103777239,2017-04-15,Walmart,893.61
774,0478508433072100,2017-04-02,Ralph's,423.75
775,5400094890438789,2017-04-07,Whole Foods,549.0
776,6410323381160347,2017-04-12,Panda Express,1597.12
777,6410323381160347,2017-04-21,Panda Express,1808.36
778,3625496949692692,2017-04-23,Lemon Grass,774.43
779,0607702837914869,2017-04-19,Jamba Juice,1631.7
780,7118828603481283,2017-04-27,Whole Foods,1997.04
781,0478508433072100,2017-04-27,Amazon,1842.27
782,3331779625300168,2017-04-24,Panda Express,1799.55
783,8333711039675783,2017-04-26,Amazon,1703.05
784,2853367921350747,2017-04-23,Amazon,888.44
785,9388274534423904,2017-04-08,Veggie Grill,1032.82
786,6206160821767086,2017-04-01,Panda Express,196.41
787,4112022423965617,2017-04-11,The Body Shop,1253.38
788,5529644643256601,2017-04-10,Veggie Grill,111.66
789,9010477255702375,2017-04-08,The Body Shop,979.89
790,5573798454513934,2017-04-07,Lemon Grass,1157.35
791,2354346417753444,2017-04-17,Ralph's,324.81
792,4317009727349210,2017-04-11,Ralph's,251.01
793,1136901785393392,2017-04-17,Whole Foods,1742.86
794,7976355570191638,2017-04-06,Lemon Grass,589.25
795,0607702837914869,2017-04-21,Panda Express,1229.31
796,6341390381372200,2017-04-15,The Body Shop,1578.79
797,0180323394504657,2017-04-05,Ralph's,1191.62
798,0856578541306908,2017-04-25,Veggie Grill,1691.02
799,8656037654845702,2017-04-18,Veggie Grill,13.98
800,9244087860119309,2017-04-22,Amazon,990.97
801,7118828603481283,2017-04-12,Panda Express,1857.77
802,7554112577630955,2017-04-05,Panda Express,940.01
803,9244087860119309,2017-04-25,The Body Shop,693.59
804,1038480245134281,2017-04-02,Amazon,1169.71
805,6819180046199376,2017-04-14,Whole Foods,1013.95
806,4676768899854001,2017-04-25,Jamba Juice,1766.41
807,1038480245134281,2017-04-11,Veggie Grill,1670.72
808,7554112577630955,2017-04-02,Jamba Juice,405.39
809,3864273082401037,2017-04-14,Jamba Juice,328.48
810,1498799927774343,2017-04-22,Amazon,1860.93
811,5080600567778386,2017-04-29,Amazon,101.8
812,6343356446104704,2017-04-13,Amazon,1145.33
813,1010492762089071,2017-04-28,Panda Express,1998.99
814,5062774654686356,2017-04-27,Ralph's,164.57
815,5839136119238002,2017-04-28,Lemon Grass,1242.54
816,0478508433072100,2017-04-21,The Body Shop,408.94
817,5080600567778386,2017-04-11,Amazon,762.9
818,9388274534423904,2017-04-10,Panda Express,130.25
819,4112022423965617,2017-04-01,Whole Foods,19.39
820,5605728689605347,2017-04-29,Panda Express,1718.55
821,1709466010547053,2017-04-09,Ralph's,1614.48
822,2392267321108548,2017-04-18,Whole Foods,824.54
823,4180348592947987,2017-04-29,Panda Express,1223.9
824,2863189729596646,2017-04-21,Ralph's,142.56
825,2392267321108548,2017-04-20,Veggie Grill,1426.8
826,7808749595252000,2017-04-05,The Body Shop,853.85
827,5101415709368747,2017-04-23,The Body Shop,814.8
828,2155605662250187,2017-04-14,Whole Foods,1432.32
829,3085002430450121,2017-04-01,Whole Foods,984.29
830,6272677960250540,2017-04-11,Whole Foods,1952.98
831,4767961889516082,2017-04-06,Veggie Grill,1837.96
832,9725464664725929,2017-04-07,Whole Foods,1056.37
833,6327175781041516,2017-04-27,Veggie Grill,175.01
834,7157860161134113,2017-04-04,Lemon Grass,1364.69
835,9118290053562366,2017-04-09,Amazon,437.31
836,2801352184213745,2017-04-20,Whole Foods,1195.48
837,6991397103777239,2017-04-04,Amazon,1273.99
838,6410323381160347,2017-04-16,Walmart,867.84
839,6206160821767086,2017-04-15,Whole Foods,330.32
840,5839136119238002,2017-04-16,Walmart,1459.09
841,4317009727349210,2017-04-19,Panda Express,1367.66
842,6787614557891474,2017-04-17,Jamba Juice,1477.4
843,0086617056121047,2017-04-23,Veggie Grill,1959.12
844,2155605662250187,2017-04-13,Panda Express,218.7
845,2712008768471061,2017-04-22,The Body Shop,1026.37
846,2329920872641971,2017-04-23,Amazon,443.16
847,2354346417753444,2017-04-23,Jamba Juice,1304.4
848,2392267321108548,2017-04-01,Walmart,25.93
849,4112022423965617,2017-04-23,The Body Shop,326.01
850,3576572462730991,2017-04-27,Ralph's,1215.18
851,2904520131060973,2017-04-28,Lemon Grass,1061.37
852,9244087860119309,2017-04-24,Amazon,592.55
853,7996137846310839,2017-04-14,Whole Foods,1251.32
854,3576572462730991,2017-04-10,Jamba Juice,1522.3
855,7698957902658189,2017-04-17,Whole Foods,1528.09
856,2017063688449160,2017-04-24,Walmart,257.46
857,8333711039675783,2017-04-29,The Body Shop,1382.71
858,4676768899854001,2017-04-10,Jamba Juice,1626.17
859,0180323394504657,2017-04-17,Walmart,143.89
860,5527776053644224,2017-04-04,Panda Express,1750.01
861,7996137846310839,2017-04-20,Whole Foods,1575.06
862,0086617056121047,2017-04-01,The Body Shop,166.77
863,7118828603481283,2017-04-29,Jamba Juice,1141.41
864,6327175781041516,2017-04-06,Veggie Grill,381.34
865,1498799927774343,2017-04-21,Amazon,81.05
866,8633720646175721,2017-04-14,Lemon Grass,806.43
867,9118290053562366,2017-04-11,Veggie Grill,238.22
868,9308528277354941,2017-04-07,Panda Express,555.58
869,1152248668951130,2017-04-05,Ralph's,1253.18
870,6206160821767086,2017-04-27,Ralph's,1107.73
871,0544057643885059,2017-04-29,Ralph's,1694.89
872,5331058509488414,2017-04-21,Lemon Grass,1689.28
873,2712008768471061,2017-04-08,Panda Express,577.99
874,3377897050701034,2017-04-25,The Body Shop,1746.87
875,9310202522396231,2017-04-25,Jamba Juice,403.72
876,9310202522396231,2017-04-21,Panda Express,1263.14
877,4640502931335693,2017-04-29,Veggie Grill,1352.28
878,5527776053644224,2017-04-17,Jamba Juice,1267.51
879,5935461227326934,2017-04-20,Panda Express,1948.29
880,4037907973301133,2017-04-24,Jamba Juice,801.39
881,7118828603481283,2017-04-28,Lemon Grass,1805.61
882,4676768899854001,2017-04-04,Walmart,1121.1
883,0856578541306908,2017-04-07,Walmart,786.35
884,3694715094882759,2017-04-24,Jamba Juice,84.8
885,7118828603481283,2017-04-18,Veggie Grill,904.85
886,2712008768471061,2017-04-09,Amazon,1718.24
887,3864273082401037,2017-04-08,Jamba Juice,859.41
888,2354346417753444,2017-04-20,Veggie Grill,1850.01
889,1010492762089071,2017-04-07,Lemon Grass,445.6
890,7808749595252000,2017-04-15,Lemon Grass,631.65
891,6657194223740956,2017-04-06,Panda Express,19.92
892,6657194223740956,2017-04-17,Veggie Grill,1612.83
893,6206160821767086,2017-04-28,Veggie Grill,342.17
894,3625496949692692,2017-04-12,Panda Express,944.83
895,0882304130564973,2017-04-28,Whole Foods,1692.62
896,6343356446104704,2017-04-18,Panda Express,1075.42
897,4901659592267401,2017-04-05,Whole Foods,1271.69
898,7554112577630955,2017-04-01,Veggie Grill,1031.48
899,6410323381160347,2017-04-17,Walmart,149.34
900,8202003297278783,2017-04-01,Lemon Grass,837.05
901,5026695539267796,2017-04-21,Panda Express,9.81
902,5839136119238002,2017-04-10,Ralph's,779.37
903,9310202522396231,2017-04-16,The Body Shop,1676.88
904,5529644643256601,2017-04-15,Amazon,825.32
905,5527776053644224,2017-04-02,The Body Shop,1914.41
906,3331779625300168,2017-04-19,Ralph's,1438.14
907,4037907973301133,2017-04-16,Lemon Grass,755.78
908,1498799927774343,2017-04-28,Ralph's,999.59
909,8813992122266024,2017-04-22,Whole Foods,70.42
910,6341390381372200,2017-04-27,Veggie Grill,874.34
911,6327175781041516,2017-04-28,Amazon,142.8
912,2329920872641971,2017-04-13,The Body Shop,450.52
913,3694715094882759,2017-04-25,Walmart,1603.1
914,9725464664725929,2017-04-29,Panda Express,1057.75
915,2712008768471061,2017-04-22,The Body Shop,463.16
916,6327175781041516,2017-04-11,Panda Express,29.5
917,5026695539267796,2017-04-03,The Body Shop,598.6
918,7698957902658189,2017-04-29,Panda Express,81.65
919,1361712788550334,2017-04-24,Jamba Juice,568.65
920,9010477255702375,2017-04-25,Panda Express,88.95
921,2853367921350747,2017-04-04,Walmart,1939.83
922,9052179287026736,2017-04-16,Amazon,935.89
923,9244087860119309,2017-04-11,Panda Express,505.95
924,2155605662250187,2017-04-16,Lemon Grass,799.2
925,0180323394504657,2017-04-28,Panda Express,1172.47
926,8165189998587807,2017-04-27,The Body Shop,1604.71
927,6206160821767086,2017-04-19,Panda Express,464.68
928,1038480245134281,2017-04-21,The Body Shop,1830.1
929,4180348592947987,2017-04-03,Whole Foods,259.74
930,5584648449760288,2017-04-08,The Body Shop,1852.74
931,6327175781041516,2017-04-13,The Body Shop,1537.62
932,7808749595252000,2017-04-07,Jamba Juice,944.98
933,4640502931335693,2017-04-09,Amazon,1766.57
934,9831064381175472,2017-04-18,Amazon,1290.84
935,4767961889516082,2017-04-10,Walmart,1525.85
936,1038480245134281,2017-04-19,Veggie Grill,1252.19
937,4112022423965617,2017-04-15,Ralph's,632.71
938,8333711039675783,2017-04-14,Lemon Grass,979.5
939,4901659592267401,2017-04-13,Whole Foods,1359.83
940,5400094890438789,2017-04-01,The Body Shop,493.87
941,9010477255702375,2017-04-18,Ralph's,1250.93
942,7667649442577097,2017-04-12,Veggie Grill,931.1
943,9118290053562366,2017-04-12,Amazon,982.23
944,0414423090159702,2017-04-19,Amazon,824.19
945,9010477255702375,2017-04-03,Lemon Grass,60.95
946,3116699128732025,2017-04-01,Amazon,413.36
947,7976355570191638,2017-04-07,The Body Shop,1751.72
948,5101415709368747,2017-04-29,The Body Shop,38.85
949,6819180046199376,2017-04-20,Veggie Grill,300.82
950,6787614557891474,2017-04-08,Jamba Juice,934.69
951,3313320642174526,2017-04-13,Jamba Juice,1577.11
952,6410323381160347,2017-04-21,Jamba Juice,1164.89
953,1152248668951130,2017-04-05,Veggie Grill,1927.17
954,0478508433072100,2017-04-26,Ralph's,1208.26
955,3694715094882759,2017-04-01,Lemon Grass,1079.09
956,6991397103777239,2017-04-26,Veggie Grill,704.84
957,9118290053562366,2017-04-27,The Body Shop,22.0
958,5839136119238002,2017-04-05,Panda Express,1245.26
959,4676768899854001,2017-04-04,Amazon,102.29
960,5573798454513934,2017-04-08,Veggie Grill,651.22
961,6206160821767086,2017-04-21,Panda Express,1248.03
962,3576572462730991,2017-04-19,Veggie Grill,1018.47
963,2392267321108548,2017-04-13,The Body Shop,1863.26
964,0394558527070009,2017-04-07,Walmart,1647.42
965,9310202522396231,2017-04-19,Ralph's,96.12
966,8737333120877616,2017-04-16,Amazon,1866.19
967,5584648449760288,2017-04-10,The Body Shop,920.32
968,9424269609904108,2017-04-13,The Body Shop,368.01
969,8901818948458243,2017-04-28,Ralph's,787.63
970,6819180046199376,2017-04-14,Lemon Grass,1972.35
971,9308528277354941,2017-04-09,Ralph's,989.14
972,8737333120877616,2017-04-25,Ralph's,1326.62
973,3244674239357512,2017-04-08,Walmart,750.93
974,8737333120877616,2017-04-21,Panda Express,862.08
975,8165189998587807,2017-04-23,Ralph's,1403.37
976,1010492762089071,2017-04-12,Lemon Grass,1891.36
977,2155605662250187,2017-04-23,Veggie Grill,1585.66
978,9725464664725929,2017-04-29,Ralph's,1893.37
979,9725464664725929,2017-04-17,Lemon Grass,732.33
980,2354346417753444,2017-04-10,Ralph's,1297.96
981,3244674239357512,2017-04-26,Whole Foods,1359.97
982,6410323381160347,2017-04-04,Whole Foods,203.56
983,0882304130564973,2017-04-19,Lemon Grass,718.45
984,8165189998587807,2017-04-20,Walmart,1897.79
985,5605728689605347,2017-04-08,Panda Express,1954.83
986,0478508433072100,2017-04-12,Panda Express,485.61
987,9424269609904108,2017-04-19,Panda Express,1284.81
988,4317009727349210,2017-04-18,Ralph's,1762.77
989,1152248668951130,2017-04-08,Veggie Grill,976.56
990,9831064381175472,2017-04-18,The Body Shop,322.78
991,5400094890438789,2017-04-12,Whole Foods,1888.55
992,5026695539267796,2017-04-18,Walmart,91.44
993,2801352184213745,2017-04-24,Jamba Juice,1502.5
994,3313320642174526,2017-04-05,Lemon Grass,600.91
995,8333711039675783,2017-04-23,Jamba Juice,1959.0
996,6991397103777239,2017-04-08,Amazon,620.26
997,1709466010547053,2017-04-10,Veggie Grill,606.62
998,1136901785393392,2017-04-03,Whole Foods,746.58
999,0086617056121047,2017-04-22,Jamba Juice,1559.51
